,YOB,Income,Lon,Lat,Apl_Year,gender,Accepted
696,2012,4342,-87,37,2016,0,True
697,1950,5622,-86,24,2017,1,False
698,1927,2984,-90,24,2018,1,True
699,1913,3235,-86,29,2017,0,True
700,1925,7750,-90,25,2018,1,True
701,1933,7800,-84,25,2017,1,False
702,1935,1850,-81,26,2017,1,True
703,1993,5214,-95,38,2017,0,True
704,1929,3861,-81,21,2017,1,True
705,1960,7388,-90,21,2016,1,False
706,1984,7293,-94,42,2017,1,False
707,2007,3301,-86,38,2018,1,False
708,1925,7429,-87,21,2017,0,False
709,1964,5043,-94,29,2018,1,False
710,1986,6442,-95,29,2016,1,True
711,1924,3550,-84,21,2018,1,True
712,1987,6385,-99,26,2017,1,True
713,1979,9738,-95,28,2017,0,True
714,1983,4153,-99,24,2017,0,True
715,2016,2777,-99,46,2016,0,True
716,1920,5753,-95,25,2016,0,False
717,1929,4397,-84,21,2016,0,True
718,1939,5113,-84,46,2017,0,False
719,1921,6940,-86,38,2017,1,True
720,1981,7558,-84,29,2016,1,False
721,2012,8438,-95,37,2017,0,False
722,1933,8996,-87,28,2018,0,False
723,1965,4631,-99,28,2018,0,False
724,1971,2164,-90,24,2018,0,False
725,1951,6987,-94,21,2016,1,False
726,1949,9303,-97,38,2016,0,False
727,1918,5840,-84,28,2016,0,True
728,1985,6143,-99,37,2018,0,False
729,1936,3249,-94,26,2017,0,True
730,1929,6040,-84,46,2016,1,False
731,2005,8126,-81,21,2018,0,False
732,1962,9951,-84,21,2017,1,False
733,1920,2954,-99,24,2017,1,True
734,1966,5611,-84,42,2017,1,False
735,1912,1821,-87,26,2018,0,True
736,1970,8102,-87,26,2017,0,False
737,1986,4620,-86,21,2018,1,False
738,1964,7710,-86,42,2018,0,False
739,1927,1184,-90,37,2016,1,True
740,1978,2567,-86,25,2018,0,True
741,1958,4019,-84,46,2017,0,True
742,1996,2296,-99,25,2017,0,True
743,1911,3286,-90,29,2016,0,True
744,1972,3101,-95,46,2018,0,False
745,1983,4971,-81,29,2018,1,False
746,1918,1478,-95,38,2018,1,True
747,1912,3516,-99,42,2017,1,True
748,2011,6260,-82,25,2018,1,True
749,1928,3719,-87,21,2018,1,True
750,1919,4378,-82,26,2018,1,True
751,1937,7567,-87,42,2016,1,False
752,2006,4095,-84,29,2016,1,False
753,2000,2353,-95,28,2017,0,True
754,1930,6630,-95,21,2017,1,False
755,1951,7007,-81,25,2018,1,False
756,1991,7506,-87,25,2016,0,False
757,2014,8085,-95,25,2016,0,False
758,2008,5409,-82,42,2016,0,False
759,1981,8475,-82,26,2018,1,False
760,1949,6909,-84,46,2017,1,False
761,1991,3520,-97,42,2016,1,True
762,1960,6725,-81,37,2018,0,False
763,1910,6002,-97,37,2017,0,True
764,1952,1440,-90,38,2018,1,True
765,1980,5209,-81,24,2016,0,True
766,1949,6259,-97,29,2017,0,True
767,1952,6563,-90,38,2016,0,True
768,1976,6301,-84,25,2016,1,True
769,1911,2891,-90,46,2017,1,True
770,1972,6254,-95,46,2018,0,False
771,1980,6378,-84,24,2018,0,True
772,1956,3246,-97,42,2016,1,False
773,1955,9512,-99,38,2017,0,True
774,1960,2457,-81,21,2017,1,False
775,2006,2220,-87,38,2016,1,False
776,1953,8448,-84,25,2016,1,False
777,1936,9342,-95,46,2018,0,False
778,1911,1663,-97,21,2016,1,True
779,1944,3348,-87,42,2018,1,True
780,1962,2914,-97,25,2017,1,True
781,2014,6057,-94,46,2017,0,True
782,1990,9748,-94,29,2016,1,False
783,1930,6605,-84,24,2017,0,False
784,2011,1413,-86,37,2018,0,True
785,1982,1585,-82,38,2017,0,True
786,1980,4753,-97,28,2017,1,True
787,1923,8462,-87,42,2018,0,False
788,1940,8635,-86,37,2018,0,False
789,1985,9883,-86,46,2018,1,False
790,1950,8550,-86,42,2017,0,False
791,2000,5818,-87,28,2018,0,False
792,1914,4224,-97,46,2018,0,True
793,1956,1077,-95,37,2016,1,True
794,1971,4716,-99,46,2017,1,False
795,2012,7965,-90,26,2017,0,False
796,2016,3323,-99,29,2016,1,True
797,1987,9784,-86,38,2017,1,True
798,2016,4729,-84,26,2018,1,True
799,1963,9175,-94,21,2016,1,False
800,1933,5066,-97,26,2017,0,False
801,1914,9246,-86,37,2016,0,False
802,1940,4246,-90,38,2017,1,True
803,1978,8382,-84,38,2016,1,False
804,1945,8983,-84,24,2016,0,False
805,1962,8444,-90,28,2018,0,False
806,1945,1401,-95,26,2016,1,True
807,1984,3245,-95,24,2018,1,False
808,1955,6017,-90,24,2016,0,False
809,1923,9421,-90,21,2018,0,True
810,1986,5590,-99,21,2018,0,False
811,1910,6622,-87,25,2016,1,True
812,1939,5301,-86,28,2017,1,True
813,1945,7627,-81,29,2017,1,True
814,1974,2975,-86,25,2016,0,False
815,1931,9012,-81,28,2017,1,False
816,1969,2569,-86,25,2017,1,False
817,1979,5297,-90,42,2018,0,False
818,1920,4262,-81,21,2017,1,True
819,1997,1759,-90,21,2018,0,True
820,1961,1570,-87,26,2016,0,False
821,1999,7194,-97,25,2016,1,False
822,1936,8196,-95,42,2017,1,False
823,1972,3159,-87,37,2016,0,True
824,2007,7575,-90,29,2018,0,False
825,1935,8929,-87,29,2017,1,False
826,1911,1615,-84,46,2017,0,True
827,1920,6447,-86,29,2018,0,True
828,2013,1642,-82,25,2016,0,True
829,1956,2061,-90,25,2018,0,False
830,1971,7707,-95,46,2018,1,False
831,2003,7249,-81,38,2017,1,False
832,2015,9285,-99,28,2017,1,False
833,1993,2014,-82,24,2017,1,True
834,1921,1991,-99,21,2017,1,False
835,2002,1449,-90,37,2018,0,True
836,1936,9128,-97,21,2016,1,False
837,1937,6343,-87,24,2018,0,False
838,1913,1059,-84,24,2018,1,True
839,2009,9950,-94,46,2018,1,False
840,1941,2205,-84,38,2018,1,False
841,2002,6302,-86,38,2016,0,False
842,1942,5193,-81,29,2018,1,False
843,1913,4767,-82,25,2016,1,True
844,1934,5624,-81,25,2017,0,True
845,1931,7647,-90,37,2018,1,False
846,1994,4581,-94,29,2018,0,False
847,1933,5928,-97,29,2018,1,False
848,1930,7580,-81,37,2017,0,True
849,1924,6070,-87,29,2017,0,True
850,1984,2946,-87,21,2018,0,False
851,1983,7255,-81,29,2016,1,True
852,1943,8468,-90,26,2016,1,False
853,1955,8629,-81,29,2016,0,False
854,1927,9146,-84,42,2018,1,False
855,1980,3646,-94,38,2018,0,True
856,1962,8283,-97,29,2017,1,False
857,1985,9247,-87,29,2016,0,True
858,2000,9862,-94,42,2018,0,False
859,1933,7721,-81,21,2016,1,False
860,1927,6132,-94,46,2018,1,False
861,1931,7252,-87,46,2018,0,False
862,2005,4807,-94,21,2017,0,False
863,1999,8248,-82,38,2016,1,False
864,2003,8599,-84,29,2016,1,False
865,1933,6512,-97,38,2016,0,False
866,1949,4329,-97,26,2017,0,False
867,1945,8078,-90,29,2018,1,False
868,1996,9736,-84,38,2018,0,False
869,1964,3298,-86,24,2018,0,True
870,1962,9013,-94,28,2018,1,False
871,1991,5351,-84,46,2018,1,False
872,1941,9504,-86,38,2017,0,False
873,1918,5934,-86,28,2017,0,True
874,1962,7567,-82,26,2016,1,False
875,1982,4314,-82,46,2017,1,True
876,1920,6746,-97,25,2016,0,True
877,2012,8599,-81,26,2017,1,True
878,1953,1600,-86,25,2017,0,True
879,1951,2617,-99,42,2016,0,True
880,1994,2965,-84,46,2016,1,True
881,1984,9061,-82,38,2018,0,False
882,2004,4893,-90,46,2018,1,False
883,1911,6219,-82,25,2017,0,True
884,1978,9708,-95,26,2016,1,True
885,1993,5507,-86,37,2017,0,True
886,2011,5121,-99,46,2017,1,False
887,1963,9051,-82,42,2017,1,False
888,2015,8723,-97,37,2017,0,True
889,1953,7419,-87,28,2017,1,True
890,1983,6551,-86,42,2017,1,False
891,1972,9824,-86,37,2018,0,False
892,1998,9336,-84,46,2017,1,False
893,2013,6402,-94,25,2017,1,True
894,1919,4149,-99,28,2018,1,True
895,1969,6547,-81,24,2017,0,False
896,1945,8977,-87,29,2016,1,False
897,1916,2738,-90,46,2017,1,True
898,1920,2766,-87,26,2017,0,True
899,1924,3227,-99,21,2016,1,True
900,1983,1680,-95,26,2018,0,True
901,2005,4239,-90,38,2018,0,False
902,1933,7318,-90,46,2017,1,True
903,1932,8908,-84,46,2016,1,False
904,2007,2213,-95,24,2016,1,True
905,2015,7699,-87,29,2017,1,False
906,2008,9187,-99,28,2017,0,False
907,1988,8569,-97,42,2017,1,False
908,1991,1842,-87,46,2018,0,True
909,2008,6420,-97,26,2018,0,False
910,2005,5510,-90,42,2016,1,False
911,1954,4629,-95,29,2018,0,False
912,1952,3111,-87,25,2016,0,False
913,1948,5810,-84,42,2016,0,False
914,1962,2081,-86,38,2018,0,False
915,1932,3600,-95,38,2018,0,True
916,1971,3015,-97,46,2016,1,True
917,1999,1206,-84,38,2016,1,True
918,1982,6796,-97,28,2016,0,False
919,1955,2592,-99,46,2018,0,True
920,1969,7249,-86,42,2016,1,False
921,1974,5806,-90,21,2016,0,True
922,1953,8556,-90,28,2018,0,False
923,2007,2008,-81,28,2016,0,False
924,1929,3052,-84,29,2018,0,True
925,2005,8547,-97,46,2017,0,False
926,1914,6452,-94,46,2016,0,False
927,2013,5974,-97,46,2018,1,True
928,2008,6022,-81,37,2017,1,True
929,1986,5153,-95,37,2016,0,True
930,2002,5380,-90,21,2018,0,False
931,1982,1001,-95,28,2016,0,True
932,1992,5147,-87,46,2017,1,True
933,1954,7148,-90,46,2017,1,True
934,2005,2346,-84,37,2017,0,False
935,1910,5538,-97,29,2018,0,True
936,1990,5694,-99,37,2017,0,False
937,1986,2273,-90,25,2018,1,True
938,2010,6575,-90,28,2016,0,False
939,1989,4456,-87,26,2018,1,True
940,1917,5087,-94,21,2016,1,True
941,1942,4547,-84,46,2017,1,False
942,1961,1556,-82,46,2018,0,False
943,1910,3434,-86,42,2018,1,True
944,1988,5013,-82,46,2016,0,False
945,1969,1596,-99,26,2016,1,False
946,1963,4318,-90,25,2018,0,True
947,1991,4117,-97,38,2017,1,False
948,1926,6584,-95,29,2018,1,True
949,2000,6982,-97,37,2016,1,True
950,1997,2381,-99,26,2016,0,True
951,1999,4781,-95,42,2018,1,True
952,1957,7925,-94,29,2018,1,False
953,1992,9849,-82,24,2017,0,True
954,1918,3630,-87,24,2018,0,True
955,1916,6896,-97,29,2017,1,True
956,2000,2198,-99,25,2016,0,True
957,2008,7224,-81,46,2017,1,True
958,2006,9607,-84,26,2017,1,False
959,1928,4918,-82,46,2018,0,False
960,1916,7828,-81,26,2018,1,True
961,1916,7520,-82,28,2017,0,True
962,1975,5977,-95,25,2017,1,True
963,1995,3962,-86,42,2016,0,True
964,1934,3821,-86,26,2017,0,False
965,1991,1500,-97,24,2018,0,True
966,1998,1424,-87,28,2017,1,False
967,2012,7147,-81,26,2017,1,False
968,1949,4340,-95,26,2018,1,True
969,2010,7192,-97,38,2017,1,False
970,2013,5474,-97,29,2017,1,False
971,1923,7043,-87,38,2018,0,False
972,2013,5636,-94,46,2018,0,True
973,1958,8002,-82,28,2018,0,False
974,2007,3081,-94,26,2016,1,True
975,1916,6958,-84,25,2016,1,True
976,1926,8672,-87,28,2018,1,False
977,1992,6472,-99,26,2018,0,True
978,1979,3800,-90,28,2018,0,True
979,1934,5161,-87,25,2017,0,True
980,1999,6391,-87,46,2018,0,True
981,1955,8879,-97,46,2016,1,False
982,2000,9261,-94,29,2017,1,False
983,1989,6522,-97,24,2016,0,True
984,1920,4229,-84,29,2018,0,True
985,1948,4788,-94,37,2016,0,False
986,1942,1062,-87,21,2016,1,True
987,1940,8091,-97,42,2017,0,False
988,1920,8276,-87,25,2018,0,True
989,1950,1341,-82,38,2018,1,True
990,1987,3425,-87,38,2018,1,True
991,1949,1513,-90,38,2018,0,False
992,1938,5497,-87,29,2016,0,False
993,1932,2258,-90,38,2017,0,False
994,1927,8524,-97,42,2017,1,False
995,2009,2524,-82,37,2018,1,True
996,1940,7821,-97,46,2016,0,False
997,1959,8924,-97,28,2016,1,False
998,2014,3936,-81,29,2018,1,True
999,2014,8479,-87,28,2017,0,True
1000,1921,5668,-87,28,2016,0,True
1001,1965,7153,-82,37,2017,0,False
1002,1951,5353,-86,38,2016,0,False
1003,2002,8789,-84,28,2017,1,False
1004,1990,4147,-90,26,2017,1,True
1005,2012,8979,-99,25,2016,0,True
1006,1911,9014,-97,46,2018,0,True
1007,1946,5776,-90,25,2018,0,False
1008,1942,7961,-99,26,2017,0,False
1009,1955,1630,-81,24,2017,0,False
1010,1913,5848,-94,29,2018,1,True
1011,1978,7368,-97,38,2018,1,False
1012,1961,8765,-90,25,2018,1,False
1013,1990,3043,-97,37,2016,1,True
1014,1927,4161,-87,46,2017,0,True
1015,1959,5705,-84,38,2018,0,False
1016,1997,7281,-99,25,2017,1,True
1017,1969,1570,-87,37,2018,1,True
1018,1974,4870,-99,25,2016,1,True
1019,2002,2307,-97,24,2018,1,False
1020,1996,3016,-94,29,2018,1,False
1021,1922,8235,-81,38,2016,1,True
1022,1962,2987,-97,25,2018,1,True
1023,1981,7883,-87,38,2017,0,False
1024,1936,6133,-82,24,2016,1,True
1025,1947,8163,-97,29,2016,1,False
1026,1970,1749,-84,38,2018,0,False
1027,1919,9868,-86,25,2018,1,False
1028,1955,9106,-87,28,2017,1,False
1029,2003,9218,-84,29,2018,1,False
1030,2004,2231,-90,24,2016,1,False
1031,1968,5492,-95,37,2017,1,True
1032,1919,9167,-86,29,2017,1,False
1033,1941,2187,-81,37,2017,0,True
1034,1933,6720,-90,46,2017,1,False
1035,1983,1356,-97,28,2018,0,True
1036,1966,7174,-99,21,2017,1,False
1037,1924,3816,-81,37,2018,1,False
1038,1980,1957,-94,29,2018,0,True
1039,1953,9041,-99,24,2016,1,False
1040,1986,4533,-90,38,2018,1,True
1041,1922,2731,-82,29,2017,0,True
1042,1937,9820,-86,42,2016,1,True
1043,1914,2104,-99,46,2018,0,True
1044,1925,1968,-86,26,2018,0,False
1045,2001,5475,-86,38,2016,0,True
1046,1997,8050,-90,24,2016,0,False
1047,1958,1385,-86,24,2017,1,True
1048,1925,1569,-99,37,2018,1,True
1049,1915,1728,-90,21,2018,1,True
1050,2015,4789,-95,42,2017,1,True
1051,1959,9156,-90,21,2016,1,False
1052,1922,7825,-87,28,2016,1,False
1053,1919,5807,-95,24,2017,0,True
1054,1997,1267,-94,42,2017,0,True
1055,1923,3872,-82,38,2018,1,True
1056,1950,1194,-94,28,2016,0,True
1057,1910,5276,-81,21,2016,0,True
1058,1946,6892,-87,42,2018,1,False
1059,1985,2744,-97,28,2016,1,True
1060,1994,3644,-86,26,2017,0,True
1061,1992,4206,-97,28,2017,0,True
1062,1947,3556,-95,25,2017,0,False
1063,1948,9131,-81,28,2016,0,False
1064,1948,1631,-87,37,2017,1,True
1065,1992,5980,-94,25,2018,0,False
1066,1982,9340,-97,24,2018,1,False
1067,1964,1016,-97,29,2016,1,False
1068,1979,8925,-94,24,2016,0,False
1069,1975,1166,-97,46,2016,0,True
1070,2005,6179,-99,26,2018,0,False
1071,1946,4986,-82,24,2017,1,False
1072,1929,6996,-99,46,2018,1,False
1073,1916,2018,-99,38,2018,1,True
1074,1981,8148,-81,28,2016,0,False
1075,1977,8818,-94,37,2018,1,False
1076,1995,8917,-82,29,2017,0,False
1077,1932,7476,-90,29,2016,0,False
1078,1992,1527,-94,21,2016,0,False
1079,1916,5576,-84,26,2016,1,True
1080,1957,9587,-87,29,2017,1,False
1081,2001,5324,-84,46,2016,0,False
1082,1930,3976,-94,37,2016,0,True
1083,2003,9896,-84,38,2016,0,False
1084,2010,7582,-82,26,2018,1,True
1085,1912,7838,-82,24,2016,0,True
1086,2005,1647,-97,46,2017,1,True
1087,1929,8933,-99,25,2016,0,False
1088,2009,1311,-86,21,2016,1,True
1089,1911,5396,-84,28,2018,0,True
1090,1959,1018,-82,37,2016,1,False
1091,2015,2325,-97,25,2017,0,True
1092,1971,2450,-99,37,2017,0,False
1093,1935,3025,-99,29,2016,1,False
1094,1992,5318,-81,37,2018,1,True
1095,2013,6820,-94,38,2016,1,False
1096,1974,6821,-84,46,2017,1,False
1097,1925,3340,-97,25,2016,1,True
1098,1913,3940,-84,29,2018,1,True
1099,1917,9121,-81,38,2016,1,False
1100,1994,5486,-90,38,2016,1,True
1101,1911,3756,-81,25,2017,0,True
1102,2014,8217,-94,38,2017,1,False
1103,1924,7254,-90,24,2016,1,True
1104,1917,8075,-84,29,2018,0,True
1105,1930,5355,-82,38,2017,0,False
1106,1927,9682,-84,26,2017,0,False
1107,2000,4004,-84,25,2018,0,False
1108,1995,1659,-81,26,2018,0,True
1109,1939,7622,-90,24,2018,1,False
1110,1953,7220,-99,21,2017,0,False
1111,1972,7139,-87,42,2016,1,False
1112,1947,9618,-99,38,2017,1,False
1113,1985,2595,-81,37,2017,0,True
1114,1971,9887,-95,21,2018,1,False
1115,1991,2630,-97,46,2016,0,True
1116,1985,3928,-87,24,2017,1,True
1117,1965,2185,-82,21,2016,0,True
1118,1957,1631,-90,21,2016,1,True
1119,1968,9655,-86,21,2017,0,False
1120,1999,8284,-81,42,2017,0,False
1121,1918,9178,-90,46,2017,1,True
1122,1910,8063,-94,46,2018,1,True
1123,1957,1538,-99,42,2017,0,False
1124,1921,2871,-87,26,2017,1,True
1125,1940,7191,-82,24,2018,1,True
1126,1919,7401,-86,37,2016,0,True
1127,1999,3310,-97,24,2018,1,False
1128,1929,3578,-99,26,2018,0,True
1129,1973,9464,-84,42,2017,1,False
1130,1989,2220,-97,29,2017,1,True
1131,1931,2269,-90,29,2018,0,True
1132,1921,2992,-84,25,2018,0,True
1133,1942,7548,-86,29,2016,0,True
1134,1913,1722,-97,29,2016,1,True
1135,1978,5115,-81,28,2016,0,False
1136,2016,7273,-97,26,2017,1,True
1137,1931,1390,-95,25,2018,1,True
1138,2006,9964,-81,37,2017,0,False
1139,1984,4850,-95,42,2016,1,False
1140,2001,4175,-94,24,2016,1,True
1141,1962,1234,-99,24,2017,1,True
1142,1980,8402,-90,21,2018,1,False
1143,2004,4343,-90,46,2018,0,False
1144,1944,4675,-81,29,2017,0,False
1145,1940,8417,-86,28,2018,1,False
1146,1939,6127,-82,29,2016,0,False
1147,1984,5990,-84,46,2018,1,False
1148,1975,8614,-86,24,2016,1,False
1149,1954,3572,-94,46,2018,0,False
1150,2013,1512,-97,25,2016,0,True
1151,1941,1169,-97,29,2016,0,True
1152,1968,9509,-94,46,2017,0,False
1153,1955,9125,-97,38,2018,0,False
1154,1946,4576,-95,25,2017,0,True
1155,2003,3893,-82,25,2017,1,False
1156,1940,3433,-97,46,2017,0,True
1157,1973,1472,-97,46,2016,0,True
1158,1948,5091,-90,46,2017,1,False
1159,1918,2576,-95,28,2018,1,True
1160,2007,4998,-86,21,2017,1,False
1161,1941,2485,-86,42,2018,0,True
1162,1966,5825,-97,29,2017,1,False
1163,1910,4930,-99,28,2017,1,True
1164,1950,4639,-99,37,2016,0,False
1165,1939,8843,-94,28,2016,0,False
1166,1989,3267,-86,26,2016,0,True
1167,2008,1695,-84,46,2017,1,True
1168,1994,5561,-86,42,2018,0,False
1169,1952,4621,-84,29,2018,0,True
1170,1952,1887,-86,26,2016,1,False
1171,1948,8902,-87,25,2016,0,False
1172,1984,7375,-90,42,2016,0,False
1173,1919,9728,-90,37,2017,1,False
1174,1936,5851,-95,26,2016,0,True
1175,1973,7744,-95,46,2018,1,False
1176,1914,2410,-97,26,2017,0,True
1177,1965,8719,-84,42,2017,1,False
1178,1979,5795,-99,46,2018,1,False
1179,2000,6515,-86,24,2018,1,True
1180,1921,5122,-90,42,2016,0,False
1181,1991,6677,-97,26,2017,0,False
1182,1985,7565,-81,29,2017,0,True
1183,1972,8083,-82,38,2016,1,False
1184,1925,2304,-90,46,2017,1,True
1185,1911,3757,-81,42,2018,1,True
1186,1922,5949,-84,21,2017,0,False
1187,1948,1776,-94,21,2017,0,True
1188,2004,5572,-84,37,2016,1,False
1189,1922,3869,-99,46,2018,1,True
1190,1971,9966,-84,25,2016,1,False
1191,1922,3432,-97,29,2016,0,False
1192,1981,2477,-86,37,2018,1,True
1193,1957,2913,-86,42,2018,0,False
1194,1956,2378,-97,25,2017,0,False
1195,1999,7528,-90,38,2017,1,True
1196,1984,9620,-94,21,2018,0,False
1197,1922,3742,-99,46,2016,0,False
1198,1936,8205,-99,29,2017,0,False
1199,1920,8220,-84,46,2016,1,False
1200,1976,1991,-87,25,2017,1,True
1201,1956,9492,-81,38,2016,0,False
1202,2012,7653,-82,21,2017,1,True
1203,1928,3752,-86,21,2016,1,True
1204,1936,1567,-82,37,2016,0,True
1205,1924,7185,-82,26,2017,1,True
1206,1922,2540,-97,37,2017,1,True
1207,1976,6948,-94,24,2017,0,False
1208,2003,3766,-84,46,2016,0,False
1209,1947,1534,-90,25,2016,1,True
1210,1963,2517,-81,46,2018,0,False
1211,1970,4614,-87,26,2017,0,False
1212,1979,1140,-99,38,2018,1,True
1213,1969,7535,-97,46,2018,0,False
1214,1947,7997,-97,21,2018,1,False
1215,1910,5001,-90,29,2018,0,True
1216,2015,7965,-99,28,2018,0,True
1217,2005,6153,-90,37,2017,0,False
1218,1995,3135,-94,24,2017,0,True
1219,1965,5325,-86,28,2016,1,False
1220,1936,3309,-81,21,2017,0,False
1221,1967,6973,-84,25,2018,1,False
1222,1954,9588,-95,24,2018,0,False
1223,1938,8606,-97,46,2018,1,False
1224,1993,7688,-97,46,2017,1,True
1225,1954,6071,-94,46,2016,1,True
1226,1999,2850,-86,38,2016,1,True
1227,1940,2388,-81,29,2016,1,False
1228,1984,2966,-94,21,2017,0,True
1229,1948,9319,-86,26,2016,0,False
1230,1986,3235,-90,46,2018,0,False
1231,1977,3189,-86,46,2018,1,False
1232,1991,7039,-86,25,2016,0,False
1233,1972,8663,-95,29,2018,0,False
1234,1930,5900,-95,24,2016,0,False
1235,1982,3859,-97,38,2018,1,True
1236,1929,7161,-99,29,2018,0,True
1237,1932,2533,-95,21,2016,1,True
1238,1957,9727,-84,46,2017,1,False
1239,1913,6215,-94,38,2016,1,False
1240,1927,4095,-94,26,2018,1,True
1241,1946,3351,-87,26,2017,0,True
1242,2003,8792,-97,26,2018,0,False
1243,1999,7660,-94,38,2016,1,False
1244,1931,2681,-99,21,2018,0,True
1245,1932,4674,-86,21,2017,0,True
1246,1963,5377,-95,26,2017,0,True
1247,1986,3082,-81,38,2018,1,True
1248,1915,4489,-97,21,2018,1,True
1249,1973,2033,-81,38,2016,0,True
1250,1947,2001,-94,46,2018,1,True
1251,1967,7492,-94,42,2017,1,False
1252,1952,8903,-86,37,2018,1,False
1253,1944,8278,-84,42,2017,0,False
1254,1993,1458,-81,38,2016,0,True
1255,1994,3825,-94,21,2018,1,True
1256,1910,8962,-95,42,2016,1,False
1257,1915,9849,-90,24,2018,1,True
1258,1913,2988,-99,25,2017,1,True
1259,1976,2755,-86,42,2016,0,True
1260,1963,6936,-84,29,2018,1,False
1261,1997,5574,-87,25,2018,1,True
1262,1931,3559,-81,26,2017,1,True
1263,1986,5305,-86,21,2017,0,True
1264,1924,8584,-81,24,2017,1,True
1265,1973,9120,-99,21,2016,1,False
1266,1933,8459,-81,26,2016,0,True
1267,1911,9641,-81,25,2018,1,True
1268,1926,4466,-87,37,2018,0,True
1269,1955,6346,-82,29,2018,1,False
1270,1923,9163,-90,46,2016,1,False
1271,1994,9059,-81,28,2016,0,False
1272,1976,9873,-95,37,2016,1,False
1273,1999,1680,-90,24,2016,0,True
1274,1914,3686,-81,38,2016,0,True
1275,1957,3690,-94,29,2018,1,True
1276,1991,5699,-94,37,2017,0,False
1277,1979,1540,-90,28,2017,0,True
1278,1930,4384,-86,26,2016,1,True
1279,1962,4816,-99,28,2016,1,True
1280,1911,9172,-97,42,2018,1,True
1281,2011,4100,-90,29,2018,0,False
1282,1930,8994,-90,28,2016,1,True
1283,1994,3411,-97,24,2018,1,False
1284,1958,3652,-87,37,2018,0,True
1285,1924,7861,-94,28,2018,0,False
1286,1957,5649,-94,42,2016,0,False
1287,1979,7728,-99,21,2018,0,True
1288,1949,8827,-90,26,2016,1,False
1289,1994,1207,-90,24,2018,0,True
1290,1926,8750,-81,28,2017,1,False
1291,1927,1759,-84,29,2018,0,True
1292,1927,8182,-82,42,2016,1,False
1293,1919,9598,-97,28,2017,0,False
1294,1981,2154,-99,42,2016,0,True
1295,1988,6511,-90,42,2017,0,True
1296,1972,4327,-97,21,2017,1,True
1297,1998,1754,-86,37,2018,0,True
1298,1982,8222,-81,25,2016,0,False
1299,1939,1375,-95,21,2017,1,True
1300,1943,6048,-82,26,2018,0,True
1301,1986,2072,-90,25,2016,0,False
1302,1947,3222,-97,21,2017,1,False
1303,1930,6921,-87,37,2017,0,False
1304,1991,5112,-82,38,2017,0,False
1305,1914,9199,-87,25,2016,1,True
1306,1944,8551,-95,29,2016,1,False
1307,1915,7350,-84,21,2018,0,False
1308,1953,2868,-87,38,2018,1,False
1309,1956,1483,-99,37,2017,1,True
1310,1963,6930,-84,38,2017,1,True
1311,1947,4904,-99,42,2016,1,False
1312,1938,7159,-87,24,2017,0,False
1313,1945,1718,-95,37,2018,0,False
1314,1986,3188,-82,38,2018,1,True
1315,1991,1848,-94,26,2016,0,False
1316,1934,2623,-90,24,2017,0,True
1317,1980,9177,-90,28,2018,0,False
1318,1969,7429,-87,46,2017,0,False
1319,1971,3361,-84,26,2018,0,False
1320,2008,7963,-99,38,2017,0,False
1321,1923,2891,-82,46,2018,1,True
1322,1925,2746,-87,28,2017,1,True
1323,1952,5590,-95,25,2016,0,False
1324,1966,9047,-86,28,2016,1,False
1325,1997,5204,-99,46,2016,1,False
1326,1960,5361,-84,29,2018,0,False
1327,1992,2465,-86,42,2018,0,True
1328,1973,4408,-94,29,2018,0,True
1329,1946,1731,-82,25,2018,0,True
1330,1978,5263,-84,25,2016,0,True
1331,1910,7579,-94,28,2018,1,True
1332,1976,7375,-86,38,2017,1,False
1333,2006,8171,-90,21,2017,1,False
1334,1959,3993,-99,26,2017,0,False
1335,1925,8071,-87,37,2016,0,False
1336,1914,5947,-94,26,2016,1,True
1337,1917,4060,-95,24,2016,1,False
1338,1958,6794,-87,46,2018,0,False
1339,1920,2906,-95,28,2018,1,True
1340,1996,1803,-84,29,2018,0,True
1341,2002,4327,-81,37,2016,1,False
1342,1926,4921,-97,26,2017,1,True
1343,2000,6432,-99,46,2016,0,False
1344,2000,5305,-90,25,2016,1,True
1345,1963,9155,-87,24,2017,1,False
1346,1955,9338,-95,24,2017,0,False
1347,1928,8688,-99,42,2018,1,False
1348,1990,2370,-94,26,2018,0,True
1349,1934,6367,-99,25,2018,1,False
1350,1928,4969,-87,25,2018,1,True
1351,1937,1434,-94,46,2018,0,True
1352,1938,9720,-87,38,2017,0,False
1353,1986,7445,-87,42,2018,0,True
1354,1915,6750,-99,21,2016,1,True
1355,2011,2788,-97,42,2017,1,True
1356,1980,4476,-84,42,2017,0,False
1357,1969,5622,-86,42,2018,0,True
1358,1988,1997,-87,38,2018,1,True
1359,2015,8760,-87,29,2016,0,False
1360,1983,8185,-90,38,2018,1,False
1361,1997,2592,-95,28,2018,1,True
1362,1954,5594,-95,37,2017,1,False
1363,1961,9670,-87,24,2018,1,False
1364,1974,6478,-90,26,2017,0,True
1365,1998,3304,-90,25,2016,0,True
1366,1976,8019,-94,21,2016,0,False
1367,1941,2426,-81,42,2016,0,True
1368,1985,9385,-94,42,2017,1,False
1369,1957,4696,-94,46,2016,0,True
1370,1917,1420,-81,28,2017,1,True
1371,1944,3874,-86,25,2017,0,True
1372,1923,8201,-81,42,2017,0,False
1373,1970,4237,-84,46,2016,1,True
1374,1960,1891,-90,42,2016,0,True
